No,a1,a2,a3,a4,a5,a6,b1,b2,b3,b4,c1,c2,d1,e1_0,e1_1,e2_0,e2_1,e3_0,e3_1,e4_0,e4_1,e5_0,e5_1,e6_0,e6_1,e7_0,e7_1,e8_0,e8_1,e9_0,e9_1,e10_0,e10_1,e11_0,e11_1,e12_0,e12_1
10028,999.99,999.99,999.99,999.99,19.11,19.11,32.93,68.79,9.24,73.34,56.67,43.56,999.99,1,235,0,110,1,353,0,165,0,94,0,141,1,102,1,153,0,185,0,280,1,185,1,280
10029,999.99,999.99,999.99,999.99,999.99,999.99,41.89,109.42,59.89,82.07,84.21,999.99,999.99,1,235,0,110,0,353,0,165,0,86,0,129,1,86,0,129,0,140,0,210,8,140,0,210
10030,999.99,999.99,999.99,999.99,3.65,3.65,27.13,17.60,6.58,17.97,57.14,52.82,999.99,7,180,0,83,7,270,1,125,0,86,0,129,0,86,0,129,0,140,0,210,5,140,6,210
10031,999.99,999.99,999.99,999.99,999.99,999.99,15.06,124.66,4.86,106.40,66.01,12.40,999.99,5,235,0,110,2,353,0,165,0,110,0,165,13,94,0,141,0,185,0,280,11,185,0,280
10033,999.99,94.31,94.31,999.99,43.68,43.68,23.05,50.88,14.79,46.46,48.87,54.32,999.99,7,180,0,83,4,270,0,125,0,86,0,129,3,102,2,153,0,185,0,280,24,185,12,280
10034,999.99,10.16,10.16,999.99,2.97,3.30,10.63,283.12,5.37,220.13,43.20,4.47,999.99,20,235,1,110,2,353,0,165,0,110,0,165,17,86,0,129,0,185,0,280,241,185,7,280
10035,999.99,999.99,999.99,999.99,999.99,999.99,22.40,53.10,11.36,48.43,46.59,34.38,999.99,6,235,0,110,2,353,0,165,0,102,0,153,24,102,6,153,0,185,0,280,117,185,32,280
10036,999.99,999.99,1084.49,1.69,1.51,3.42,19.84,6.26,1.95,1.23,51.51,18.03,999.99,2,180,0,83,9,270,1,125,0,102,1,153,4,102,37,153,0,140,14,210,20,140,172,210
10037,999.99,999.99,999.99,3.53,1.76,4.35,8.51,9.09,2.20,5.24,4.90,2.09,999.99,1,235,0,110,8,353,1,165,0,110,0,165,0,94,0,141,0,185,0,280,0,185,0,280
10038,999.99,999.99,999.99,999.99,3.03,3.03,48.10,139.69,15.26,152.92,999.99,999.99,999.99,3,180,0,83,6,270,1,125,1,86,4,129,5,94,9,141,3,185,8,280,13,185,25,280
10039,999.99,999.99,999.99,999.99,93.92,93.92,67.58,46.67,26.38,46.67,999.99,999.99,999.99,3,180,0,83,2,270,0,125,0,102,0,153,21,110,17,165,0,185,0,280,15,185,12,280
10040,999.99,2.28,2.28,999.99,1.24,1.24,6.07,23.86,3.41,24.88,14.02,8.96,999.99,32,235,1,110,35,353,2,165,0,86,0,129,2,86,3,129,0,140,0,210,21,140,26,210
10041,999.99,999.99,999.99,999.99,136.62,136.62,33.10,97.84,10.22,96.50,71.12,77.62,999.99,2,235,0,110,1,353,0,165,0,102,0,153,1,102,1,153,0,140,0,210,13,140,6,210
10042,999.99,999.99,999.99,7.70,7.70,12.67,9.07,4.54,2.41,4.46,10.86,5.01,999.99,3,180,0,83,7,270,0,125,0,94,0,141,3,102,11,153,0,140,0,210,37,140,159,210
10043,999.99,999.99,999.99,999.99,999.99,999.99,39.22,219.71,20.55,245.82,70.30,48.11,999.99,1,180,0,83,4,270,0,125,0,86,0,129,2,102,8,153,0,185,0,280,13,185,47,280
10044,999.99,999.99,999.99,999.99,999.99,999.99,45.75,32.37,29.24,35.54,67.18,999.99,999.99,0,180,0,83,0,270,0,125,0,86,0,129,0,94,1,141,0,140,1,210,0,140,1,210
10045,999.99,999.99,999.99,999.99,5.09,5.09,46.71,103.21,7.16,122.32,65.82,21.86,999.99,3,235,0,110,13,353,1,165,0,86,0,129,1,86,7,129,0,140,0,210,30,140,172,210
10046,999.99,999.99,999.99,999.99,4.51,4.51,28.40,18.14,6.32,19.82,48.34,39.25,999.99,3,235,0,110,6,353,0,165,0,102,0,153,0,86,1,129,0,185,0,280,1,185,1,280
10047,999.99,7.12,7.46,1.59,1.14,1.85,2.84,5.38,1.82,1.53,3.46,3.39,999.99,3,235,0,110,1,353,0,165,12,86,7,129,28,94,16,141,280,140,174,210,52,140,30,210
10048,999.99,999.99,999.99,999.99,1.84,1.84,43.98,295.13,9.23,292.56,999.99,999.99,999.99,12,180,0,83,8,270,0,125,0,102,0,153,3,102,2,153,0,185,0,280,86,185,58,280
10049,999.99,999.99,999.99,999.99,21.12,21.12,30.40,7.48,4.39,8.68,30.57,9.21,999.99,0,180,0,83,2,270,0,125,0,86,1,129,0,102,6,153,0,140,13,210,0,140,39,210
10050,999.99,25.33,25.33,999.99,6.81,6.81,26.71,423.28,17.91,403.97,41.33,44.51,999.99,5,180,0,83,3,270,0,125,0,102,0,153,15,94,7,141,3,140,2,210,39,140,19,210
10051,999.99,999.99,999.99,999.99,1.61,1.61,18.31,14.50,5.77,15.58,26.11,26.11,999.99,4,180,0,83,11,270,1,125,0,86,1,129,6,86,14,129,0,185,9,280,66,185,153,280
10052,999.99,999.99,999.99,999.99,6.87,6.87,11.34,22.27,6.58,26.97,18.47,13.73,999.99,25,180,1,83,42,270,1,125,0,102,0,153,19,102,59,153,0,140,0,210,92,140,285,210
10053,999.99,11.13,11.38,999.99,2.32,2.40,11.45,37.82,5.28,36.88,36.88,38.77,999.99,22,235,1,110,16,353,1,165,0,94,0,141,16,102,11,153,0,185,0,280,118,185,81,280
10054,999.99,423.52,423.52,999.99,9.55,9.55,59.54,58.49,17.82,70.90,999.99,999.99,999.99,2,235,0,110,2,353,0,165,0,102,0,153,1,102,2,153,0,140,0,210,1,140,2,210
10055,999.99,999.99,999.99,999.99,999.99,999.99,15.76,100.30,7.09,95.13,51.27,37.24,999.99,0,180,0,83,0,270,0,125,0,86,0,129,0,102,0,153,0,185,0,280,0,185,0,280
10056,999.99,999.99,999.99,999.99,2.08,2.94,36.95,73.10,6.11,88.11,999.99,21.73,999.99,0,235,0,110,22,353,1,165,0,86,0,129,0,102,1,153,0,140,0,210,0,140,13,210
10057,999.99,999.99,999.99,999.99,999.99,999.99,215.36,19.80,22.21,20.30,999.99,72.20,999.99,0,235,0,110,0,353,0,165,0,102,0,153,0,102,0,153,0,140,0,210,0,140,0,210
10058,999.99,99.61,99.61,999.99,4.14,4.14,103.26,999.99,12.01,999.99,999.99,999.99,999.99,3,180,0,83,2,270,0,125,0,102,0,153,2,102,1,153,0,185,0,280,24,185,16,280
10059,999.99,14.68,14.68,20.10,0.73,0.73,7.13,16.78,2.64,16.60,11.04,4.48,999.99,82,235,4,110,1020,353,24,165,0,94,0,141,17,86,173,129,0,185,0,280,37,185,371,280
10060,999.99,999.99,999.99,999.99,11.90,11.90,17.75,17.92,4.70,19.98,25.56,25.06,999.99,10,235,0,110,11,353,0,165,2,102,4,153,16,102,18,153,21,140,43,210,97,140,108,210
10061,999.99,999.99,999.99,999.99,13.07,13.07,90.31,13.44,9.67,15.53,999.99,31.90,999.99,1,235,0,110,11,353,1,165,0,86,10,129,1,110,8,165,1,140,59,210,2,140,15,210
10062,999.99,999.99,999.99,999.99,8.86,8.86,40.82,25.82,23.26,26.64,999.99,999.99,999.99,1,235,0,110,1,353,0,165,0,86,0,129,11,94,20,141,0,140,0,210,30,140,52,210
10064,999.99,29.26,29.26,999.99,3.85,3.92,25.56,36.67,8.89,37.55,85.18,59.03,999.99,6,235,0,110,7,353,0,165,0,86,0,129,2,86,2,129,0,185,0,280,31,185,34,280
10065,999.99,39.86,39.86,4.40,3.48,3.56,10.89,83.17,3.71,51.53,18.39,22.63,999.99,12,235,1,110,6,353,0,165,3,110,2,165,12,102,6,153,3,185,2,280,113,185,59,280
10066,999.99,107.28,107.28,999.99,12.06,12.06,16.68,17.52,5.90,17.96,41.56,36.12,999.99,3,235,0,110,3,353,0,165,3,94,3,141,4,86,3,129,4,140,5,210,35,140,30,210
10067,999.99,999.99,999.99,999.99,17.38,17.38,70.15,26.47,3.01,30.99,35.32,7.42,999.99,0,235,0,110,5,353,0,165,0,102,0,153,0,86,4,129,0,140,0,210,1,140,44,210
10068,999.99,999.99,999.99,9.86,4.63,13.93,35.12,5.53,2.34,4.91,30.69,4.38,999.99,0,235,0,110,1,353,0,165,0,110,0,165,0,86,1,129,0,185,2,280,0,185,1,280
10069,999.99,999.99,999.99,26.35,15.26,15.26,41.19,116.58,10.72,97.77,49.46,45.14,999.99,9,180,0,83,6,270,0,125,0,86,0,129,18,102,13,153,0,185,0,280,207,185,147,280
10070,999.99,18.90,18.90,999.99,3.24,3.24,24.74,421.74,7.15,497.28,94.70,46.28,999.99,7,180,0,83,10,270,1,125,1,102,3,153,7,110,11,165,16,185,49,280,2,185,4,280
10071,999.99,999.99,2908.24,15.39,7.83,7.83,10.41,13.56,2.20,9.85,11.92,12.63,999.99,1,235,0,110,1,353,0,165,1,110,1,165,1,86,1,129,1,185,1,280,17,185,13,280
10072,999.99,999.99,999.99,999.99,6.42,6.42,13.42,351.14,7.93,364.05,30.20,19.92,999.99,11,180,1,83,11,270,0,125,0,86,0,129,2,86,2,129,0,140,0,210,44,140,46,210
10073,999.99,999.99,999.99,24.47,5.05,5.05,24.80,25.36,6.07,25.81,28.91,15.40,999.99,6,180,0,83,12,270,1,125,0,86,2,129,17,86,40,129,0,140,32,210,188,140,436,210
10074,999.99,999.99,999.99,999.99,226.53,226.53,32.12,41.60,12.52,33.34,48.22,71.03,999.99,12,180,0,83,0,270,0,125,0,86,0,129,6,102,0,153,0,185,0,280,31,185,0,280
10075,999.99,999.99,999.99,999.99,8.39,8.39,9.37,90.81,3.64,97.12,17.20,10.00,999.99,13,235,0,110,13,353,0,165,0,102,0,153,18,94,14,141,0,185,1,280,68,185,56,280
10077,999.99,999.99,999.99,999.99,53.35,53.35,28.28,89.57,21.60,68.06,39.50,999.99,999.99,6,235,0,110,1,353,0,165,0,86,0,129,1,102,0,153,0,140,0,210,0,140,0,210
10078,999.99,999.99,999.99,999.99,22.81,22.81,42.24,260.18,16.77,254.11,999.99,999.99,999.99,3,180,0,83,2,270,0,125,0,102,0,153,5,86,3,129,0,140,0,210,160,140,98,210
10079,999.99,999.99,999.99,999.99,13.25,13.25,66.28,97.93,18.25,111.82,999.99,999.99,999.99,8,235,0,110,16,353,1,165,0,94,0,141,4,86,12,129,0,185,0,280,106,185,335,280
10080,999.99,999.99,999.99,999.99,999.99,999.99,79.52,345.90,90.14,345.90,999.99,999.99,999.99,1,180,0,83,0,270,0,125,0,102,0,153,1,86,0,129,0,185,0,280,1,185,0,280
10081,999.99,999.99,999.99,999.99,11.04,11.04,109.23,31.99,10.23,34.41,999.99,999.99,999.99,0,180,0,83,1,270,0,125,0,86,0,129,1,102,2,153,0,140,1,210,15,140,53,210
10082,999.99,192.20,192.20,4.69,4.69,5.59,8.55,211.67,2.32,46.47,11.14,8.49,999.99,9,235,0,110,7,353,0,165,0,86,0,129,6,102,5,153,0,140,0,210,12,140,10,210
10083,999.99,3.70,3.70,999.99,4.02,4.02,9.80,28.51,8.67,27.06,37.18,36.27,999.99,17,235,1,110,10,353,1,165,0,86,0,129,71,110,39,165,0,140,0,210,230,140,125,210
10084,999.99,7.49,7.49,999.99,5.60,5.60,6.28,11.43,7.85,10.09,12.07,21.92,999.99,26,235,1,110,7,353,0,165,0,110,0,165,16,102,4,153,0,185,0,280,224,185,50,280
10085,999.99,999.99,999.99,999.99,13.24,13.24,10.91,19.99,6.27,20.19,42.19,30.65,999.99,16,235,1,110,14,353,1,165,0,86,0,129,12,86,11,129,0,140,0,210,232,140,220,210
10086,999.99,73.22,73.22,999.99,9.30,9.30,11.00,62.81,5.38,59.05,16.82,17.31,999.99,13,180,1,83,6,270,0,125,0,102,0,153,4,86,2,129,0,140,0,210,44,140,17,210
10087,999.99,42.00,42.00,999.99,2.44,3.65,7.08,7.18,2.74,8.17,13.77,9.07,999.99,3,180,0,83,7,270,0,125,0,86,0,129,1,102,3,153,0,140,0,210,10,140,31,210
10088,999.99,999.99,999.99,3.19,2.97,3.37,8.37,14.91,2.51,9.90,18.01,1.77,999.99,2,235,0,110,11,353,1,165,1,102,4,153,2,86,6,129,15,185,68,280,10,185,25,280
10089,999.99,10.75,10.75,999.99,2.50,2.50,11.27,172.43,4.41,169.72,23.00,15.81,999.99,29,180,2,83,25,270,2,125,0,102,0,153,42,102,32,153,1,185,1,280,356,185,272,280
10090,999.99,999.99,999.99,999.99,5.32,5.32,7.73,11.59,5.99,10.01,23.63,50.58,999.99,15,180,1,83,1,270,0,125,0,94,0,141,58,110,3,165,0,185,0,280,124,185,6,280
10091,999.99,6.28,6.28,999.99,1.30,1.72,4.81,17.38,2.74,17.21,9.77,8.70,999.99,22,235,1,110,17,353,1,165,0,102,0,153,130,94,99,141,0,185,0,280,304,185,232,280
10092,999.99,999.99,999.99,999.99,11.89,12.06,26.49,35.64,6.57,33.96,44.95,79.28,999.99,1,235,0,110,0,353,0,165,0,86,0,129,1,86,1,129,0,140,0,210,68,140,25,210
10093,999.99,999.99,999.99,999.99,7.94,7.94,11.66,28.16,5.58,30.20,31.66,18.51,999.99,9,180,1,83,12,270,1,125,0,86,0,129,11,102,16,153,0,185,0,280,125,185,181,280
10094,999.99,999.99,999.99,999.99,999.99,999.99,38.78,406.97,31.54,354.92,83.55,90.71,999.99,2,235,0,110,0,353,0,165,0,102,0,153,10,102,0,153,0,140,0,210,426,140,0,210
10095,999.99,999.99,999.99,999.99,999.99,999.99,33.17,19.07,14.09,16.41,999.99,999.99,999.99,0,180,0,83,0,270,0,125,1,86,0,129,1,86,0,129,8,185,0,280,4,185,0,280
10096,999.99,999.99,999.99,999.99,6.29,6.29,43.60,807.97,10.42,833.87,70.10,47.21,999.99,3,180,0,83,2,270,0,125,3,94,4,141,7,86,6,129,6,185,6,280,36,185,31,280
10097,999.99,999.99,999.99,999.99,12.96,12.96,28.41,69.55,12.60,65.20,54.38,61.93,999.99,3,180,0,83,2,270,0,125,0,102,0,153,12,94,5,141,0,185,0,280,10,185,4,280
10098,999.99,5.34,5.34,21.02,1.44,1.44,11.10,19.62,5.00,16.38,17.19,20.36,999.99,29,180,2,83,19,270,1,125,0,102,0,153,9,94,5,141,0,140,0,210,1,140,1,210
10099,999.99,999.99,999.99,999.99,41.47,41.47,212.15,533.40,43.18,647.93,999.99,999.99,999.99,1,180,0,83,2,270,0,125,0,102,0,153,1,102,2,153,0,185,0,280,15,185,39,280
10100,999.99,999.99,999.99,999.99,999.99,999.99,15.86,10.82,11.85,9.89,31.97,30.74,999.99,2,235,0,110,0,353,0,165,0,86,0,129,0,86,0,129,0,185,0,280,1,185,0,280
10101,999.99,999.99,999.99,999.99,999.99,999.99,26.00,44.83,9.35,39.01,40.62,38.94,999.99,0,235,0,110,0,353,0,165,0,86,0,129,0,102,0,153,0,185,0,280,0,185,0,280
10102,999.99,9.43,9.43,999.99,2.64,3.56,4.89,92.97,3.05,94.70,6.24,4.38,999.99,4,235,0,110,4,353,0,165,0,86,0,129,8,86,6,129,0,140,0,210,39,140,31,210
10103,999.99,999.99,1736.59,999.99,10.49,10.49,153.59,120.68,14.31,112.06,999.99,999.99,999.99,3,235,0,110,0,353,0,165,4,86,1,129,12,110,2,165,105,140,18,210,124,140,19,210
10104,999.99,999.99,999.99,999.99,16.32,16.32,57.38,25.80,10.37,29.53,82.30,29.35,999.99,2,235,0,110,8,353,1,165,0,102,0,153,1,110,10,165,0,185,0,280,3,185,24,280
10105,999.99,999.99,999.99,999.99,1.25,1.25,7.05,12.03,5.70,11.76,26.28,28.12,999.99,36,180,1,83,107,270,6,125,0,86,0,129,41,102,261,153,0,140,0,210,112,140,718,210
10106,999.99,436.95,436.95,999.99,65.72,65.72,18.90,83.39,15.37,83.39,39.29,34.84,999.99,3,235,0,110,2,353,0,165,0,102,0,153,3,86,2,129,0,185,0,280,0,185,0,280
10107,999.99,999.99,999.99,999.99,44.31,44.31,168.81,188.48,16.46,218.24,999.99,54.08,999.99,0,235,0,110,0,353,0,165,1,102,2,153,1,86,5,129,7,140,26,210,27,140,92,210
10108,999.99,999.99,999.99,999.99,999.99,999.99,28.16,93.14,29.64,78.47,59.83,95.91,999.99,3,180,0,83,1,270,0,125,0,86,0,129,11,86,2,129,0,185,0,280,212,185,38,280
10109,999.99,363.74,363.74,999.99,8.24,8.24,121.77,306.49,22.95,284.60,999.99,999.99,999.99,2,235,0,110,1,353,0,165,0,102,0,153,3,86,1,129,0,185,0,280,6,185,2,280
10110,999.99,999.99,999.99,999.99,52.75,52.75,50.18,14.53,5.23,15.68,83.06,23.25,999.99,0,235,0,110,0,353,0,165,0,94,0,141,0,110,1,165,0,185,0,280,0,185,5,280
10111,999.99,999.99,999.99,999.99,999.99,999.99,26.40,56.43,12.21,42.56,999.99,53.20,999.99,2,235,0,110,0,353,0,165,5,86,0,129,6,102,0,153,51,140,0,210,78,140,0,210
10113,999.99,11.92,11.92,2.77,2.44,2.44,23.83,130.52,8.46,49.01,33.34,23.86,999.99,1,180,0,83,1,270,0,125,0,86,0,129,3,86,3,129,0,185,0,280,76,185,94,280
10114,999.99,999.99,999.99,999.99,5.12,5.12,24.92,12.13,14.19,12.13,51.92,37.10,999.99,2,235,0,110,2,353,0,165,0,86,0,129,1,86,1,129,0,185,0,280,2,185,2,280
10115,999.99,999.99,999.99,999.99,14.86,14.86,71.95,65.61,7.08,76.50,999.99,43.81,999.99,0,180,0,83,2,270,0,125,0,102,0,153,0,86,2,129,0,185,0,280,1,185,10,280
10116,999.99,999.99,999.99,999.99,999.99,999.99,52.58,302.09,13.51,347.58,86.79,59.40,999.99,1,235,0,110,1,353,0,165,0,102,2,153,2,110,14,165,0,140,14,210,2,140,14,210
10117,999.99,999.99,999.99,999.99,1.53,1.53,17.51,88.67,5.74,86.90,44.68,36.58,999.99,36,235,2,110,26,353,2,165,0,94,0,141,32,110,22,165,0,140,0,210,112,140,77,210
10118,999.99,999.99,999.99,999.99,999.99,999.99,14.83,13.10,13.20,14.27,26.31,61.28,999.99,0,235,0,110,0,353,0,165,0,102,0,153,0,86,0,129,0,185,0,280,0,185,0,280
10119,999.99,999.99,999.99,999.99,6.79,6.79,51.92,4.99,4.70,5.68,999.99,20.13,999.99,0,235,0,110,10,353,0,165,0,86,0,129,0,86,14,129,0,140,0,210,0,140,495,210
10120,999.99,999.99,999.99,999.99,999.99,999.99,28.04,50.56,11.45,48.37,38.14,27.64,999.99,0,180,0,83,0,270,0,125,0,94,0,141,0,86,0,129,0,140,0,210,0,140,0,210
10121,999.99,999.99,999.99,999.99,999.99,999.99,46.70,139.78,24.32,120.06,78.05,63.87,999.99,0,235,0,110,0,353,0,165,0,102,0,153,0,102,0,153,0,140,0,210,0,140,0,210
10122,999.99,257.44,257.44,999.99,13.50,13.50,58.11,120.62,12.21,134.37,72.27,45.18,999.99,2,235,0,110,2,353,0,165,6,94,9,141,7,110,9,165,18,185,26,280,20,185,28,280
10123,999.99,999.99,999.99,999.99,5.16,5.16,64.85,72.46,8.49,76.54,999.99,999.99,999.99,0,180,0,83,1,270,0,125,0,102,0,153,0,110,0,165,0,185,0,280,0,185,0,280
10124,999.99,139.13,139.13,0.84,0.83,1.44,9.92,4.18,1.79,0.05,9.75,4.34,999.99,8,180,0,83,26,270,1,125,0,102,0,153,3,86,20,129,0,185,0,280,149,185,963,280
10125,999.99,999.99,999.99,999.99,999.99,999.99,6.57,6.36,5.16,6.33,8.73,10.66,999.99,2,235,0,110,1,353,0,165,0,94,0,141,0,110,0,165,0,140,0,210,0,140,0,210
10126,999.99,554.81,554.81,999.99,21.73,29.84,8.32,24.72,2.38,24.72,12.11,3.21,999.99,0,235,0,110,0,353,0,165,0,102,0,153,0,102,0,153,0,140,0,210,1,140,1,210
10127,999.99,0.77,0.77,999.99,1.23,1.23,8.70,81.45,10.73,75.38,18.19,15.25,999.99,132,180,6,83,467,270,17,125,0,86,0,129,26,102,87,153,0,185,0,280,337,185,1129,280
10128,999.99,999.99,999.99,999.99,10.47,10.47,130.01,30.75,10.85,32.11,999.99,97.11,999.99,0,235,0,110,0,353,0,165,0,94,0,141,0,102,0,153,0,185,0,280,0,185,0,280
10129,999.99,999.99,999.99,999.99,11.10,11.10,122.84,59.38,10.11,71.80,999.99,18.85,999.99,1,235,0,110,3,353,0,165,0,102,0,153,2,94,18,141,0,140,0,210,18,140,158,210
10130,999.99,72.73,72.73,999.99,19.74,19.74,7.86,5.83,6.89,4.68,24.79,56.11,999.99,2,180,0,83,0,270,0,125,4,102,0,153,3,94,0,141,52,140,0,210,2,140,0,210
10131,999.99,229.68,229.68,999.99,27.89,27.89,81.83,76.74,64.43,72.55,999.99,999.99,999.99,2,180,0,83,1,270,0,125,0,94,0,141,1,102,0,153,0,140,0,210,15,140,6,210
10132,999.99,999.99,7220.29,999.99,34.53,34.53,22.46,60.23,19.92,52.53,36.28,60.58,999.99,33,235,1,110,14,353,0,165,0,102,0,153,7,102,3,153,0,185,0,280,114,185,47,280
10133,999.99,999.99,999.99,999.99,999.99,999.99,146.77,34.03,16.77,34.31,999.99,65.67,999.99,0,180,0,83,1,270,0,125,0,110,0,165,0,102,0,153,0,185,0,280,0,185,1,280
10134,999.99,2.97,2.97,4.55,1.37,1.63,3.88,14.36,2.83,7.43,9.29,11.74,999.99,11,180,1,83,8,270,1,125,0,94,0,141,56,102,31,153,0,140,0,210,904,140,504,210
10135,999.99,152.39,152.39,7.25,5.63,5.63,10.94,25.30,2.59,13.77,23.91,18.82,999.99,8,235,0,110,0,353,0,165,9,102,0,153,23,86,1,129,56,140,0,210,123,140,3,210
10136,999.99,999.99,999.99,999.99,999.99,999.99,16.28,72.07,13.00,65.95,24.75,11.61,999.99,31,235,2,110,45,353,3,165,48,86,65,129,10,110,16,165,772,140,1047,210,2,140,4,210
10137,999.99,999.99,999.99,999.99,999.99,999.99,68.88,457.13,39.55,432.60,999.99,999.99,999.99,0,235,0,110,0,353,0,165,0,102,0,153,0,94,0,141,0,140,0,210,0,140,0,210
