No, param001, param002, param003, param004, param005, param006, param007, param008, param009, param010, param011, param101, param102, param103, param104, param105, param106, param111, param112, param113, param114, param115, param116, param201, param202, param301, param302, param303, param304, param311, param314, param401, param402, param411, param412, param501
19,15,10.1,2.1,5.1,2,0.2,0.3,1.3,0.6,2.5,0.4,12, _Clay,18,18,275,123100,18, 砂質土, _Sandy,2,15,81,5, _SY295,63,0,0,2,58,2,1.7,0,0.5,0,0.5
20,30,2.1,5.1,6.4,5,3.1,0.7,1.8,4.6,13.4,4,12, _Sandy,38,17,111,91200,12, 砂質土, _Sandy,15,8,204,1, _SY390,35,1,0,1,43,1,4.4,0,3.7,0.4,0.3
21,13,3.4,2.4,9.7,2.3,0,0.5,6.2,1.2,4.8,1,15, _Sandy,23,34,120,135000,12, 砂質土, _Sandy,21,35,275,5, _SY390,31,1,0,1,40,1,0.7,0.4,0.7,0.4,0.1
22,17,4.6,7.8,11.4,7.7,1.3,3.3,6.7,6.6,4.9,3.6,18, _Clay,8,5,129,178800,12, 粘性土, _Clay,27,17,47,4, _SY390,27,0,1,2,38,1,6,2.1,7.6,1.1,0.5
23,29,1.9,6.6,10.5,6.5,0.3,3.1,8.7,3.6,2.9,3.4,11, _Clay,2,21,57,7600,14, 砂質土, _Sandy,40,41,30,1, _SY295,42,1,1,2,28,2,4.8,2.5,4.4,1.1,0.4
24,15,11,8.1,16,8,1.6,0.5,4.4,1.9,7.4,1.7,11, _Sandy,13,20,274,190700,16, 粘性土, _Clay,46,38,241,4, _SY390,61,0,1,2,87,1,7.7,0.1,7.9,0,0.1
25,19,12.3,5.4,9.6,5.3,1.2,2.7,4,3.8,7.8,3.2,14, _Sandy,48,36,284,35500,16, 砂質土, _Sandy,1,20,13,3, _SY390,57,0,1,2,85,1,3.8,0,4.8,1.1,0.4
26,24,13.5,2.7,3.2,2.6,0.2,1.1,3.1,2.2,8,1.8,17, _Clay,33,8,293,79300,16, 砂質土, _Sandy,7,2,85,2, _SY390,53,1,1,1,82,1,2.5,0.8,2,0.8,0.2
27,10,9.5,4.2,8.7,4.1,0.4,2.2,1.3,3.5,2.3,2.4,17, _Clay,43,7,211,63300,18, 粘性土, _Clay,14,44,296,5, _SY295,73,0,1,2,75,2,2.8,0.4,2.6,0.9,0.4
28,14,10.8,9.6,10.4,9.5,2.5,6.9,0.6,7.5,2.1,7.1,20, _Sandy,28,24,220,107100,18, 砂質土, _Sandy,20,26,68,4, _SY390,68,0,0,1,73,2,9,6.6,6.9,5.4,0.2
29,18,12,7,13.7,6.9,0.9,5.3,8.1,6.2,1.2,5.8,13, _Sandy,12,40,229,150900,18, 砂質土, _Sandy,26,9,140,4, _SY390,64,1,0,2,70,2,5.7,3.9,6.7,0.7,0.5
30,22,13.3,4.3,7.4,4.2,1.2,3.1,8.1,3.3,10.6,3.2,16, _Sandy,48,11,239,194700,19, 砂質土, _Sandy,32,36,211,3, _SY390,60,0,1,1,68,1,3.9,1.6,3.9,1.4,0.4
31,30,9.3,5.8,12.8,5.7,0,4.5,10.7,5.4,11.3,4.7,16, _Clay,7,11,156,178700,20, 粘性土, _Clay,38,32,123,1, _SY295,80,0,0,2,61,1,4.6,4.1,4.8,0.7,0.5
32,13,10.5,3.1,6.5,3,0.5,0.1,3.6,1.5,3.9,0.9,20, _Clay,43,27,166,23500,11, 砂質土, _Sandy,44,15,194,5, _SY295,76,1,1,1,58,1,2,0,0.7,0,0.4
33,11,3.8,3.4,11,3.3,0.1,0.2,2,2.1,0.2,1.4,13, _Clay,48,42,11,35500,14, 砂質土, _Sandy,12,35,89,5, _SY295,44,1,1,2,41,1,3.2,0,0.4,0,0.4
34,15,5.1,8.8,12.8,8.7,1.9,1.6,1.5,2.5,6.4,2.3,16, _Clay,33,14,20,79200,14, 粘性土, _Clay,18,18,160,4, _SY295,40,1,1,1,39,1,4.7,0,8.2,0.9,0.3
35,19,6.3,6.1,16,6,0.5,1.5,0.3,3.7,6.5,1.7,19, _Clay,17,30,29,123000,15, 粘性土, _Clay,24,45,232,3, _SY295,36,0,0,2,37,1,5.5,1.2,4.9,1.4,0.1
36,13,11.4,9.1,17.4,9,4.3,0.9,6.4,5.8,1.8,4.4,19, _Sandy,38,29,165,91200,18, 粘性土, _Clay,37,38,54,4, _SY390,74,1,1,2,88,2,7.8,0.5,8.6,0.2,0.4
37,22,13.9,3.7,4.6,3.6,0.4,1.1,7.1,1.6,10.3,1.3,15, _Clay,7,16,183,178700,18, 砂質土, _Sandy,49,3,198,2, _SY390,66,0,0,2,83,1,2.8,0.2,2.5,0,0.1
38,12,11.2,2.5,3.7,2.4,0,0.7,2.8,1.5,3.4,0.8,18, _Sandy,2,32,110,7600,20, 粘性土, _Clay,11,26,181,5, _SY295,81,0,0,2,73,2,1.7,0.2,2.4,0,0.5
39,16,12.4,7.9,15,7.8,1.3,4.1,2.4,7.3,3.3,5.2,11, _Sandy,37,4,120,51300,11, 砂質土, _Sandy,17,9,253,4, _SY295,77,0,1,1,71,2,4.2,0.5,7.1,1.6,0.4
40,23,8.2,2.9,7,2.8,0.2,1.5,8.8,1.7,5.7,1.6,11, _Sandy,12,6,283,150800,15, 粘性土, _Clay,48,39,290,2, _SY390,37,1,0,2,49,2,1.9,0.4,2.1,1.2,0.1
41,27,9.5,8.3,18.3,8.2,2.1,6.8,8.1,7.4,4.5,6.9,14, _Sandy,47,23,293,194600,15, 粘性土, _Clay,3,21,62,1, _SY390,33,0,0,1,47,2,7.9,0.3,7.2,1,0.5
42,18,6.7,7.1,7.8,7,0.8,0.1,3.8,5.5,8.6,4.6,17, _Clay,42,39,220,23500,17, 粘性土, _Clay,15,45,45,3, _SY295,49,1,0,1,37,1,5,0,5.1,0,0.4
43,16,13.1,7.4,12.4,7.3,0,0.4,1.7,0.7,3,0.5,20, _Clay,47,9,64,35400,20, 粘性土, _Clay,34,20,239,3, _SY295,83,1,0,2,86,2,0.4,0.3,5.1,0.3,0.5
44,27,10.3,6.2,11.5,6.1,0.3,1,0.3,2.8,13.5,2.2,13, _Sandy,42,25,291,63200,12, 粘性土, _Clay,47,44,222,5, _SY390,32,0,1,2,76,1,5.7,0.9,1.4,0.9,0.5
45,18,7.6,5,10.6,4.9,1,0.2,7.5,3.5,5.7,2,16, _Clay,37,41,219,91100,14, 砂質土, _Sandy,8,23,205,2, _SY390,47,1,1,2,66,2,4.2,0,3,0.1,0.5
46,22,8.9,2.3,4.2,2.2,0.5,0.3,7.4,0.8,5.1,0.6,19, _Clay,22,12,228,134900,14, 砂質土, _Sandy,14,5,277,2, _SY390,43,0,1,1,64,2,0.9,0.2,1,0.1,0.3
47,13,6.1,9.2,11.4,9.1,4,0.8,3.2,6.2,0.7,4.6,12, _Sandy,16,28,155,162700,16, 砂質土, _Sandy,27,29,260,4, _SY295,58,1,0,1,54,1,4.8,0,7.8,0.2,0.3
48,30,11.4,5,9.1,4.9,1.2,1.9,5.1,4.6,2.2,2,15, _Clay,42,44,247,23400,15, 粘性土, _Clay,27,15,120,5, _SY390,35,1,0,1,60,1,2.5,0.9,4.9,0,0.5
49,21,8.6,3.8,8.3,3.7,0.4,1.5,1.7,2.2,8.1,1.9,19, _Sandy,37,15,174,51300,17, 砂質土, _Sandy,39,39,103,2, _SY295,50,0,0,1,50,1,1.7,1,2.3,0,0.4
50,25,9.9,9.2,10,9.1,2.6,5.3,12.4,7.9,7.6,7.5,12, _Clay,21,31,183,95100,17, 粘性土, _Clay,45,21,175,1, _SY295,46,1,1,2,48,2,7.5,2.4,6.1,2.1,0.3
51,16,7.2,8.1,9.2,8,1.3,5.1,6.5,5.4,1.9,5.2,15, _Clay,16,2,110,122900,19, 砂質土, _Sandy,7,45,158,3, _SY390,61,0,1,2,38,2,6.5,3.2,6.9,2.2,0.3
52,10,12.3,2.9,11.9,2.8,0.2,0.4,3.9,2.3,4.1,1.4,15, _Clay,37,2,245,91100,12, 砂質土, _Sandy,19,38,281,4, _SY295,34,1,1,2,89,1,1.2,0.1,2.3,0.3,0.5
53,14,13.5,8.3,13.7,8.2,0.3,5.6,4.2,6.4,4.6,6.1,18, _Clay,21,18,255,134800,12, 粘性土, _Clay,26,20,52,3, _SY295,30,0,1,1,87,2,7.7,1.1,7.2,0.9,0.3
54,25,10.8,7.2,12.9,7.1,2.2,1.5,5.2,5.2,3.5,3.6,11, _Sandy,16,34,182,162700,14, 砂質土, _Sandy,38,44,35,5, _SY390,45,1,1,1,77,2,5.7,0.5,2.3,0.3,0.3
55,16,8,6,12,5.9,2.8,0.5,1.9,5.5,7.2,3.3,14, _Clay,11,5,109,190500,16, 砂質土, _Sandy,50,23,18,3, _SY295,60,0,0,1,67,1,4.7,0.2,4.2,0.1,0.3
56,20,9.3,3.3,5.6,3.2,0.8,0,0.7,1.7,7.4,1.1,17, _Clay,47,21,118,35300,17, 砂質土, _Sandy,6,5,90,2, _SY295,56,1,0,2,65,1,0.9,0,1.4,0,0.1
57,24,10.5,8.7,16.9,8.6,1,0.8,10.8,7.1,6.9,4.4,20, _Clay,31,37,128,79100,17, 砂質土, _Sandy,12,33,162,1, _SY295,52,0,0,1,63,2,5.1,0,1.7,0.7,0.5
58,11,6.5,2.1,4.7,2,0.8,0.2,4.9,1.5,2.1,0.9,20, _Sandy,41,37,45,63200,18, 砂質土, _Sandy,18,29,73,4, _SY390,71,0,0,2,55,2,2,0.1,1.6,0.1,0.1
59,22,3.8,9,11.9,8.9,0.1,0,7.6,0.7,10.9,0.5,13, _Clay,36,7,272,91000,20, 粘性土, _Clay,31,8,56,1, _SY390,86,1,1,2,45,1,7.8,0,0.9,0,0.1
60,27,5.1,6.3,15.1,6.2,1.1,1.3,7.1,3.6,11.2,3.4,16, _Clay,21,24,282,134800,11, 粘性土, _Clay,37,35,128,5, _SY390,82,0,1,1,43,1,2.9,0.6,5.8,0,0.4
61,17,2.3,5.1,14.2,5,0.9,0.2,3,4.1,3.9,2.9,20, _Sandy,16,40,209,162700,12, 粘性土, _Clay,49,14,111,2, _SY295,31,1,1,1,33,2,1.8,0.1,2.2,0,0.4
62,21,3.6,2.4,7.9,2.3,0.4,0.5,1.9,1,3.1,0.8,13, _Sandy,0,11,218,7400,13, 粘性土, _Clay,4,42,182,1, _SY295,27,0,0,2,31,2,1.8,0.2,0.7,0.1,0.2
63,29,12.7,3.9,13.3,3.8,1.2,0.8,2.3,1.7,1.2,1.4,13, _Clay,11,10,136,190500,14, 砂質土, _Sandy,11,38,94,4, _SY390,47,0,1,1,90,1,1.5,0.6,3.2,0,0.3
64,29,6.1,5.1,12.8,5,1.2,2.4,12.3,2.8,14.1,2.5,19, _Clay,21,43,237,95000,13, 砂質土, _Sandy,16,6,26,5, _SY295,85,1,0,1,27,1,4.1,2.3,4.5,0.1,0.4
65,24,11.2,8.1,14.2,8,4.7,2,9.7,7.5,6.6,5.4,19, _Sandy,41,42,72,63100,16, 砂質土, _Sandy,29,44,148,5, _SY295,58,0,0,2,78,2,6.3,1.5,8,0.9,0.1
66,20,3.3,4,12,3.9,0.4,1.9,6.7,2.8,6,2.6,12, _Sandy,15,14,164,122800,15, 粘性土, _Clay,29,30,9,2, _SY390,34,1,1,1,83,2,3,0.3,2.3,0.2,0.3
67,14,8.4,6.9,13.3,6.8,5.1,0.8,4.4,5.6,1.3,5.4,12, _Clay,36,13,299,91000,18, 粘性土, _Clay,42,23,131,3, _SY295,73,0,0,2,68,1,5.8,0.7,5.7,0.3,0.1
68,18,9.7,4.2,6.9,4.1,0,2.2,4.2,3.4,0.2,2.4,15, _Clay,20,30,9,134800,19, 砂質土, _Sandy,48,5,203,2, _SY295,69,0,1,1,66,1,3.9,1.6,2.6,1.8,0.4
69,30,7,3.1,6.1,3,0.2,0.5,4.1,0.7,9.6,0.6,18, _Sandy,15,45,236,162600,11, 粘性土, _Clay,9,29,186,4, _SY390,84,1,1,1,56,2,2.4,0.4,2.1,0.4,0.4
70,13,8.2,8.5,17.4,8.4,0.3,6.6,0.8,7.4,3.2,6.7,11, _Sandy,0,17,245,7400,11, 砂質土, _Sandy,15,12,258,3, _SY390,80,0,1,2,54,2,7,4.6,7.4,1.4,0.2
71,17,9.5,5.8,11,5.7,1.1,4.6,8,5.4,2.7,4.8,14, _Clay,36,33,254,51200,11, 砂質土, _Sandy,21,39,30,2, _SY390,76,1,0,2,51,2,5.4,2.2,4.9,2.5,0.1
72,21,10.7,3.1,4.7,3,0.2,0.1,8.2,1.1,1.7,0.6,18, _Clay,20,4,264,94900,11, 砂質土, _Sandy,27,21,101,1, _SY390,72,0,0,1,49,1,0.6,0,0.4,0,0.4
73,15,2.7,6.1,15.6,6,2.7,0.5,5.6,3.1,5.5,2.8,17, _Sandy,41,3,99,63100,15, 砂質土, _Sandy,40,14,224,2, _SY390,44,0,0,2,34,2,2.7,0,3.6,0.1,0.2
74,23,5.2,8.8,11,8.7,1,1.7,4.7,8.2,4.7,7,14, _Clay,10,36,118,150700,15, 粘性土, _Clay,1,24,67,5, _SY295,36,0,1,1,29,2,8.5,1,8.2,1.6,0.4
75,28,6.5,6.1,14.2,6,1.7,1.5,3.4,3.4,3.5,1.8,17, _Clay,46,7,127,194400,15, 粘性土, _Clay,7,6,139,5, _SY295,32,1,1,2,27,1,3.5,0.5,4.9,0.4,0.2
76,22,11.6,9.1,15.6,9,7.8,0,2.3,8.1,9,7.9,17, _Sandy,15,6,263,162600,19, 砂質土, _Sandy,20,44,261,5, _SY295,70,0,1,1,78,1,8.1,0,8.9,0,0.4
77,12,8.9,7.9,14.7,7.8,1.3,1.3,0.2,4.6,2.8,3.5,20, _Clay,10,22,190,190400,11, 粘性土, _Clay,33,23,244,3, _SY390,86,1,1,1,68,2,2.5,0.4,3.4,0.9,0.4
78,16,10.1,5.2,8.3,5.1,0.8,0.1,6.8,4.7,2.4,4.2,13, _Clay,45,38,199,35200,11, 粘性土, _Clay,39,6,16,2, _SY390,82,1,1,2,66,1,3.7,0,1.4,0,0.3
79,28,7.4,4,7.4,3.9,1.2,0.8,9.3,2,12.7,1.6,16, _Sandy,40,9,126,63100,13, 粘性土, _Clay,0,29,299,4, _SY295,31,1,0,2,56,1,2.7,0.2,2.7,0.1,0.2
80,25,12.6,8,13.3,7.9,0.5,4.3,6.5,7.1,12,5.2,19, _Sandy,15,26,218,122800,11, 砂質土, _Sandy,0,15,160,5, _SY390,73,1,0,1,62,1,6.4,3,7.2,3.3,0.4
81,15,9.9,6.8,12.4,6.7,1.6,3.9,2.6,4.4,4.5,4,12, _Clay,10,42,145,150600,13, 砂質土, _Sandy,12,39,143,2, _SY390,89,0,1,1,52,2,5.3,3.4,4.5,3.1,0.4
82,27,7.2,5.6,11.5,5.5,0.6,3.4,2.1,4.4,3,4,15, _Sandy,4,12,72,178500,15, 粘性土, _Clay,25,18,126,4, _SY295,38,1,1,1,42,1,4.2,0.2,4.7,2.8,0.4
83,13,3.2,7.1,17,7,5.1,0.8,0.9,5.8,6.5,5.2,15, _Sandy,15,12,290,162600,17, 砂質土, _Sandy,31,14,37,2, _SY390,57,0,1,1,35,1,6.7,0.3,5.5,0.4,0.5
84,22,5.7,9.8,12.4,9.7,1.5,8.1,8.8,8.5,7.5,8.3,12, _Clay,35,45,8,51100,17, 粘性土, _Clay,44,24,180,5, _SY390,49,1,1,2,30,2,9.3,0.1,9.5,1.8,0.2
85,26,6.9,7.1,15.6,7,0.1,0.1,8.3,4.6,6.8,3.6,15, _Clay,20,16,18,94900,17, 粘性土, _Clay,50,6,252,5, _SY390,45,0,0,1,28,2,1.6,0,4.9,0,0.5
86,16,4.2,5.9,14.7,5.8,1.1,0.4,3.7,1.3,1.3,1.2,18, _Sandy,14,32,245,122700,19, 粘性土, _Clay,11,30,235,2, _SY295,60,1,0,1,84,1,1.6,0.3,1.5,0.2,0.5
87,10,9.3,8.9,16.1,8.8,3.9,1.8,2.1,7.7,3.7,5.7,18, _Clay,35,31,80,90900,13, 粘性土, _Clay,24,23,57,3, _SY390,32,0,0,2,69,2,8.8,1.3,5.2,1.7,0.2
88,14,10.5,6.2,9.7,6.1,2.5,0.4,1.8,3.4,4,3,11, _Sandy,19,2,89,134700,13, 粘性土, _Clay,30,6,129,2, _SY390,28,1,0,2,67,2,4.1,0.2,2.8,0.1,0.1
89,19,11.8,3.5,12.9,3.4,0.8,0.5,0.8,2.4,3.8,2.1,14, _Sandy,4,18,99,178400,13, 粘性土, _Clay,36,33,201,1, _SY390,90,1,1,1,65,2,3.2,0.1,3.2,0.3,0.4
90,30,9.1,2.3,12,2.2,0.2,0.3,13.4,1.9,0.4,1.2,17, _Clay,50,34,26,7300,15, 粘性土, _Clay,49,12,184,3, _SY295,39,0,1,1,55,1,1.9,0.1,0.9,0.2,0.4
91,13,10.3,7.7,13.7,7.6,2.1,2.7,4.8,4.8,5.6,4.2,20, _Clay,35,5,35,51100,15, 粘性土, _Clay,4,39,256,2, _SY295,35,1,1,2,53,2,4.1,0.7,3.4,0.1,0.2
92,25,7.6,6.5,12.8,6.4,1,2.6,6.8,5.3,6.1,3.8,13, _Sandy,29,21,262,78900,17, 粘性土, _Clay,16,18,239,4, _SY390,51,0,1,2,43,2,3.3,1.2,4.8,0.2,0.2
93,16,4.8,5.3,11.9,5.2,0.1,2.3,2.9,2.7,1,2.4,16, _Clay,24,37,189,106800,19, 砂質土, _Sandy,29,42,222,1, _SY390,66,0,0,2,33,1,2.5,1.4,5.2,0.3,0.1
94,20,6.1,2.7,5.7,2.6,0.5,1,2,1.8,9.5,1.3,20, _Clay,9,8,199,150600,19, 砂質土, _Sandy,35,24,293,5, _SY390,62,0,0,1,31,1,1.9,0.4,2.3,0.4,0.5
95,10,3.3,9.6,12.9,9.5,0.6,6.1,0.2,8.8,3,6.3,13, _Sandy,4,24,126,178400,11, 砂質土, _Sandy,47,3,276,3, _SY295,77,1,0,1,87,2,7.6,3.6,6.8,3.1,0.4
96,14,4.6,6.9,16.1,6.8,1.5,4.7,5.9,5.3,3,4.9,16, _Sandy,39,40,135,23200,11, 砂質土, _Sandy,2,30,48,2, _SY295,73,0,1,2,85,2,6.7,1.7,4.7,4,0.3
97,29,9.7,9.9,17.5,9.8,7.1,2.4,11.6,7.4,14.4,7.2,16, _Sandy,9,40,271,190300,15, 粘性土, _Clay,15,23,171,3, _SY295,45,1,0,2,70,1,9.3,0.4,7.7,0.6,0.5
98,30,3.1,3,8.8,2.9,0.8,1.8,7.4,2,13.2,1.9,12, _Clay,19,27,71,94800,13, 砂質土, _Sandy,21,36,103,3, _SY390,84,0,1,1,73,2,2.1,0.5,2.1,0.4,0.1
99,24,8.2,6,10.2,5.9,0.1,1.7,5.5,5.1,5.6,2.2,12, _Clay,39,27,207,63000,17, 砂質土, _Sandy,34,30,225,4, _SY390,56,1,1,1,58,2,2.3,0.2,3.6,1,0.3
100,28,9.5,3.3,3.8,3.2,0,0.5,4.1,1.3,4.2,0.8,15, _Clay,24,43,216,106700,17, 粘性土, _Clay,40,12,297,3, _SY295,52,0,0,2,55,1,2.2,0.4,1.2,0.4,0.2
101,11,10.7,8.7,15.1,8.6,0.2,0.9,0.8,6.2,0.9,3.7,18, _Clay,9,14,226,150500,17, 粘性土, _Clay,46,39,69,2, _SY295,48,0,0,1,53,1,1.5,0.6,1.6,0.2,0.5
102,10,4,9,10.1,8.9,3.6,1.8,4.6,8.4,2.8,7,11, _Clay,14,30,70,162500,11, 砂質土, _Sandy,14,15,263,2, _SY295,83,0,0,2,36,2,5.8,0.4,4.1,0,0.1
103,14,5.2,6.3,13.3,6.2,2.4,0.4,5.3,3.8,2.8,3.6,14, _Clay,49,1,80,7200,11, 砂質土, _Sandy,20,42,35,1, _SY295,78,1,0,1,34,1,5.8,0,5.9,0.1,0.5
104,18,6.5,3.6,7,3.5,0.7,0.9,5.3,2.8,2.1,1.2,18, _Clay,34,17,89,51000,11, 砂質土, _Sandy,26,24,106,5, _SY295,74,1,1,2,31,1,1.8,0.7,2.9,0.6,0.3
105,22,7.8,9.1,18.4,9,0.9,3.6,4.7,4.9,0.8,4,11, _Sandy,19,33,98,94800,11, 砂質土, _Sandy,32,6,178,5, _SY295,70,0,1,1,29,1,8,2.1,6.7,0.2,0.1
106,16,12.9,3.9,11.5,3.8,2.5,0.4,3.1,2.7,5.2,2.6,11, _Clay,39,33,234,62900,15, 粘性土, _Clay,45,45,1,1, _SY295,43,1,1,1,80,2,3.4,0.1,3.5,0.1,0.4
107,28,10.1,2.7,10.7,2.6,0.1,0.7,2.8,1.4,3.8,0.8,14, _Sandy,34,4,161,90800,17, 砂質土, _Sandy,6,23,284,3, _SY295,58,0,1,1,70,1,1.8,0.4,1,0.3,0.4
108,24,2.3,6.7,16.6,6.6,1,3.3,0.7,6.1,3.9,5.2,17, _Clay,8,20,253,150500,15, 粘性土, _Clay,6,9,144,4, _SY390,35,0,0,1,76,1,5.3,3.1,4.6,0.5,0.1
109,22,8.6,7,11.6,6.9,2,0.2,9.3,2.7,8.1,2.5,20, _Clay,13,36,97,162400,19, 砂質土, _Sandy,25,30,38,4, _SY390,69,0,0,2,58,2,6.7,0.1,3.9,0.1,0.2
110,13,5.9,5.8,10.7,5.7,2.6,1.1,4.3,4,2.4,3.4,13, _Sandy,8,6,24,190300,11, 粘性土, _Clay,37,8,21,1, _SY295,84,1,0,2,49,1,5.3,0.7,5.1,1,0.1
111,30,11.2,9.7,16.5,9.6,0.6,7.1,7.8,9.3,6.2,7.8,16, _Clay,33,23,116,51000,19, 粘性土, _Clay,37,39,182,2, _SY390,61,0,1,2,54,1,9.3,0.6,7.2,4,0.3
112,14,12.4,7,10.1,6.9,1.6,5.4,2.5,6,1.8,5.7,19, _Sandy,18,39,125,94700,19, 粘性土, _Clay,43,21,254,1, _SY390,57,0,1,1,52,1,5.9,4.6,6.7,4.9,0.2
113,29,4.4,10,11.5,9.9,6.8,2.4,4.5,7.6,11.9,7.1,19, _Clay,38,39,261,62900,13, 粘性土, _Clay,5,15,76,2, _SY390,29,1,1,1,37,2,7.4,1.6,6.9,0.7,0.4
114,12,5.7,7.3,14.7,7.2,4.7,0.8,1,6.2,4,5.7,12, _Clay,23,10,270,106700,13, 砂質土, _Sandy,11,42,148,1, _SY295,25,0,1,2,34,2,6.4,0.3,6.9,0.5,0.3
115,23,2.9,6.1,13.8,6,4.9,1.7,11,5.7,3.4,5.2,15, _Sandy,18,26,197,134500,15, 粘性土, _Clay,23,21,131,3, _SY390,40,1,1,2,25,1,5.5,1,5.2,1.1,0.2
116,27,4.2,3.4,7.5,3.3,0.5,0.3,10.7,1.7,1.8,1.1,19, _Sandy,3,42,207,178300,15, 粘性土, _Clay,29,3,202,3, _SY390,36,0,0,1,88,1,0.6,0.1,0.7,0,0.1
117,11,5.4,8.8,18.8,8.7,0.1,1.8,3.5,7.5,5.3,6.2,12, _Clay,38,13,216,23100,15, 砂質土, _Sandy,36,30,274,2, _SY390,32,0,0,2,86,2,5.3,0.3,8.2,0.6,0.4
118,26,10.5,3.7,12,3.6,1.1,0.1,7.7,2.6,7.1,2.2,12, _Sandy,8,12,51,190200,19, 砂質土, _Sandy,48,24,97,3, _SY390,71,1,0,2,71,2,2,0,1.3,0,0.2
